,Age,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Nationality_African,Nationality_American,Nationality_Asian,Nationality_Australian,Nationality_European,Fee Structure_High,Fee Structure_Low,Fee Structure_Mid,Loyalty Classification_Gold,Loyalty Classification_Jade,Loyalty Classification_Platinum,Loyalty Classification_Silver,Income Band_Low,Income Band_Mid,Income Band_High
147,68,231396.28,40382.64,2,757.41,113522.57,569570.56,577946.6,251867.45,6840.2,1228111.17,1,2,2,2,12,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
148,62,49986.85,19271.46,1,3557.99,181563.18,94786.29,28061.73,38070.41,14690.77,191065.76,2,1,3,2,13,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
149,83,179434.37,4757.76,3,3449.09,391545.22,224823.63,284776.6,95325.22,9890.3,730708.22,0,2,4,2,14,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
150,30,111485.6,15780.76,2,1768.32,109518.69,386551.75,206941.85,190855.05,42470.6,810263.16,1,2,1,2,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
151,51,131121.99,33075.99,1,4267.35,738628.08,628660.2,487211.65,352364.04,10644.07,968501.52,1,2,1,1,16,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
152,32,224722.41,19388.05,2,690.58,1398446.98,378083.17,191631.2,69349.78,75949.35,1531982.67,1,2,1,2,17,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
153,22,82651.24,9350.64,1,1039.59,172491.89,780674.58,223049.88,229271.8,2813.19,285502.46,2,1,2,1,18,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
154,58,21090.76,4114.32,2,1386.56,149157.79,60794.5,27357.52,34044.92,19680.19,427414.18,2,1,2,2,19,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
155,31,337249.36,19296.7,1,2617.08,484229.73,678377.59,196948.33,413153.83,52707.38,1545597.19,1,4,3,1,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
156,57,107655.52,38404.02,1,1045.18,624915.32,405753.4,171664.9,428694.08,1194.27,655845.68,0,2,3,2,21,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
157,64,224839.07,4873.51,2,3693.38,816590.42,469279.74,373833.02,446849.76,25010.46,490030.51,0,3,3,1,22,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
158,82,84089.47,8018.4,1,1815.03,237269.07,28379.41,33734.01,20010.16,602.74,243516.78,2,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
159,84,246327.38,28068.0,1,2661.56,878592.94,74747.86,46607.49,39677.92,48436.61,462837.75,0,3,3,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
160,24,157380.5,4309.76,1,691.74,1017636.33,1236148.34,658677.58,170534.33,46020.33,1144712.1,2,2,3,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
161,19,94278.19,19980.75,2,628.53,135261.87,908877.7,376851.73,797373.92,24220.55,1013471.42,2,3,3,2,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
162,48,439472.87,36385.95,2,917.32,858150.92,329460.18,173400.1,312120.17,16741.09,535785.29,0,4,4,1,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
163,17,309468.8,24993.15,1,1974.36,801630.51,822290.12,590771.54,240779.32,60404.97,1488976.7,1,2,4,1,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
164,61,384142.67,34698.56,1,4193.47,572900.89,270551.98,145681.83,197156.08,47953.37,193773.28,1,3,1,2,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
165,73,107365.62,14408.16,3,2695.4,172396.97,137641.66,74358.14,75465.6,9218.44,402594.38,2,1,2,2,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
166,28,128148.71,12681.24,1,1332.05,121833.56,34050.76,46031.58,14641.83,12705.66,383125.01,3,1,3,1,12,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
167,81,208965.85,53907.62,1,5767.77,511241.45,557088.29,432689.93,67066.94,39350.76,227001.45,1,3,4,2,13,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
168,74,50054.16,4521.9,3,389.45,276227.71,91304.24,39311.55,55999.93,11444.98,43473.89,2,1,1,2,14,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
169,49,29125.26,28117.39,2,4248.3,723573.68,285173.39,151436.9,53376.59,24406.01,406859.75,2,1,1,2,15,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
170,74,60970.29,18932.48,2,707.11,196012.67,502813.34,306060.29,120675.2,23474.77,293613.77,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
171,43,133180.88,27623.46,1,4027.35,510992.7,691698.96,145620.83,359475.43,15138.47,670259.88,2,1,2,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
172,50,71186.04,13756.86,2,4363.01,1267067.32,453483.46,241658.95,31743.84,73828.5,752241.86,2,3,2,1,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
173,74,111956.47,24675.67,1,1971.89,556782.54,258024.28,246023.15,56705.34,17993.57,567031.76,1,1,3,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
174,83,175192.75,50740.24,1,2620.99,777960.39,1118146.53,396433.77,657266.86,11312.0,1117329.49,3,2,3,2,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
175,57,148469.07,43771.52,1,513.37,96667.9,253711.48,284331.83,107171.23,26628.77,716626.1,3,2,3,1,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
176,40,288372.7,7674.8,1,4381.44,1369221.0,297694.66,64500.51,192757.29,63160.44,1068170.04,3,2,3,1,7,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
177,21,266530.81,21990.3,1,447.05,467686.8,834515.64,219609.38,388708.6,9180.93,985045.41,2,2,3,2,8,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
178,27,78054.21,18705.0,1,2462.62,443193.19,698949.39,143374.23,335137.27,38769.59,768206.09,0,1,3,1,9,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
179,56,189555.93,22685.02,2,1723.34,457331.9,64132.44,28963.04,72986.86,41997.15,1220064.99,3,5,3,1,10,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
180,82,58989.7,11962.08,1,1451.77,238669.58,840089.65,154753.36,266617.93,34111.49,0.0,0,1,4,2,11,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
181,69,192727.18,19953.7,1,4306.71,703469.39,1110950.29,498986.15,243373.43,35074.14,1713942.8,3,2,4,2,12,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
182,64,258577.76,37668.72,1,1672.26,372833.03,502106.34,222524.4,379375.57,40969.1,479087.54,1,2,1,1,13,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
183,38,456100.04,57323.63,1,2551.95,348975.03,461512.76,363616.12,265160.06,28117.69,1345870.73,3,4,2,2,14,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
184,83,238781.13,38376.42,1,4957.84,916634.56,1211730.47,976443.0,113996.78,12450.75,285914.61,2,2,3,2,15,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
185,41,339802.57,59287.13,1,5457.24,389702.54,254722.43,265049.01,63336.39,36141.73,1023580.23,0,3,4,1,16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
186,40,138500.69,31907.84,1,3299.68,777274.72,2426964.89,439887.39,807724.25,101659.01,1868307.68,0,3,1,2,17,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
187,36,385028.64,30937.6,2,3364.86,926133.76,436763.03,252503.63,352549.66,3252.22,225850.88,1,3,1,2,18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
188,50,147230.17,19263.88,1,116.05,431461.64,86604.91,53923.81,67878.64,17677.45,504046.5,0,2,1,2,19,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
189,68,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,2,2,2,20,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
190,50,173052.06,35318.52,3,5.74,85486.26,289060.89,152413.93,76154.41,11728.35,980616.85,0,2,2,1,21,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
191,31,144729.34,30974.79,1,9300.76,546156.31,399326.74,128730.33,80390.78,55348.32,1594072.17,1,2,3,2,22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
192,79,259866.83,29786.74,1,1128.64,442798.14,968239.86,746166.5,163445.99,41568.05,372524.68,2,2,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
193,30,277568.27,5312.5,1,3295.41,1238071.92,389773.14,287201.26,108315.91,46840.65,906190.23,2,4,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
194,42,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,1,3,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
195,24,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,2,3,1,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
196,65,36972.06,9079.68,1,3727.74,117948.4,1192095.13,509524.53,424731.96,32780.04,986870.17,1,2,3,2,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
197,49,26263.14,6226.56,1,3576.77,210488.51,272517.77,144644.05,53287.71,3155.36,141708.74,0,1,3,2,9,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
198,69,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,2,4,2,10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
199,55,287122.28,15789.44,1,397.56,250880.72,553397.32,394375.1,282805.11,13139.92,1021626.66,0,2,4,1,11,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
200,70,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608.0,0,1,3,2,12,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
201,33,341966.25,61537.71,1,3460.56,621046.15,149507.53,97573.33,53822.71,60734.53,2075443.99,2,4,1,1,13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
202,66,156213.39,20226.48,1,2675.34,1646375.26,1628718.42,1025964.36,138505.19,82576.78,1658464.35,0,2,2,2,14,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
203,28,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,3,3,2,15,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
204,74,38120.11,22574.57,1,1946.76,69403.24,435733.32,317722.21,103486.66,15585.68,738313.44,3,1,4,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
205,65,91644.67,10116.64,1,1128.11,240786.0,310811.18,141277.81,149754.48,22730.0,1430955.43,2,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
206,64,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1394373.78,299423.42,55777.32,1146609.81,3,2,1,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
207,43,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,2,1,1,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
208,22,502742.17,51208.12,2,3210.86,1099619.74,397889.37,258422.99,171502.63,38996.1,601702.48,3,5,2,2,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
209,51,127957.23,5475.55,1,953.95,399714.66,615891.1,296324.97,227763.5,19165.86,615109.81,1,1,2,2,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
210,75,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,3,1,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
211,50,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,1,3,2,8,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
212,34,59749.61,7175.54,1,848.89,582923.56,410333.54,232785.37,195736.99,35640.32,894663.64,1,1,3,1,9,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
213,73,93315.7,30058.95,1,4268.59,458715.34,0.0,0.0,0.0,37508.14,1534082.33,2,2,3,1,10,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
214,63,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,2,3,2,11,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
215,77,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,2,3,2,12,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
216,66,85918.91,8139.74,1,4196.21,173599.5,448356.37,162056.52,378131.88,34870.87,383001.13,1,2,3,2,13,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
217,73,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,1,4,2,14,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
218,70,69503.13,28797.84,3,444.55,246308.75,247751.56,161413.9,175453.15,8059.39,262550.14,3,1,4,2,15,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
219,55,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,1,3,2,16,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
220,85,172604.84,57941.64,1,813.96,291661.48,550490.75,595125.13,185976.6,51923.88,940840.4,3,4,1,2,17,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
221,34,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,2,2,2,18,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
222,81,140652.04,19839.64,1,2813.37,70599.97,346514.66,269511.4,142071.01,2319.73,149810.53,2,2,3,2,19,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
223,81,61720.63,6251.31,2,3899.15,218864.95,606812.23,280702.25,118885.66,17230.62,612629.04,1,1,4,2,20,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
224,47,45492.89,25014.99,1,3284.7,938754.7,972009.25,368042.34,328123.9,24629.22,473930.91,3,2,1,2,21,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
225,41,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,1,1,22,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
226,52,40912.44,26186.4,1,4062.15,90456.75,424422.0,122233.54,119517.24,31105.8,737636.85,2,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
227,73,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,2,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
228,31,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,2,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
229,17,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406.0,294040.11,0,2,3,1,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
230,81,66270.49,3225.47,1,1723.47,227862.0,84598.86,68184.16,33107.2,2786.28,376337.63,0,1,3,1,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
231,64,59368.37,30367.35,2,587.97,730796.04,578948.64,254070.99,110458.4,16932.91,766071.12,2,2,3,2,9,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
232,47,155282.28,22415.11,1,2345.36,400838.5,223771.21,236202.95,46246.05,16386.55,157501.6,1,1,3,2,10,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
233,22,273718.71,37893.28,1,4825.92,569916.36,1711330.15,460742.73,451747.28,16989.71,2918539.26,1,5,3,1,11,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
234,58,30131.15,11408.21,1,10.12,205066.72,151071.08,148420.71,93293.02,7800.56,175087.49,0,1,3,2,12,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
235,30,352767.12,18067.5,2,2354.69,321637.3,219305.24,227137.57,92108.2,14904.85,821211.75,0,2,3,2,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
236,66,230627.76,33204.18,2,7191.01,1583634.29,1933423.95,378278.6,1053435.85,63161.33,1317554.38,2,2,4,1,14,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
237,28,132987.89,15488.38,1,2065.57,632022.22,242511.71,189791.78,79712.55,32823.48,944514.24,3,2,4,2,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
238,79,408054.76,66808.24,1,6233.94,1143817.65,395367.36,113521.32,336297.13,45525.06,2158734.19,2,4,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
239,81,397666.92,41829.06,2,1042.75,483400.01,512980.16,227991.18,597988.3,26417.66,74992.06,3,3,1,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
240,70,127187.15,30942.37,3,2059.75,277278.4,87108.72,59009.13,58671.94,9987.64,256403.88,0,2,2,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
241,40,55548.39,7374.9,1,1919.54,244695.4,178785.1,220242.51,45084.94,4742.38,206909.32,3,1,3,2,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
242,57,90398.53,8791.2,2,1192.51,721798.22,284911.58,398876.21,73869.8,35981.24,247714.85,1,3,4,2,5,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
243,51,88518.57,7891.84,2,964.3,631312.79,490144.28,265969.76,112847.17,24846.02,110986.23,3,1,1,1,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
244,48,235108.2,27598.14,1,6791.72,94868.88,629217.11,230905.36,387921.01,74617.93,723146.08,2,4,1,2,7,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
245,45,242843.25,11390.62,1,1898.13,992141.23,1241580.58,432336.1,500401.32,16707.06,357398.23,1,2,1,1,8,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
246,39,88405.39,15785.68,1,1863.76,399897.77,372862.0,403094.06,124959.16,1331.76,621081.35,3,1,2,1,9,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
247,65,83318.53,12440.52,3,1644.11,83782.98,131201.58,64951.28,79890.07,21339.59,80882.27,3,1,2,2,10,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
248,78,33648.25,7178.76,2,1240.75,703436.66,53513.77,12973.04,30324.47,38456.51,1036721.98,1,1,3,2,11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
249,34,280981.59,47111.34,1,8968.02,1008926.0,1536138.39,485096.33,777078.13,59924.33,634311.81,2,2,3,1,12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
250,53,170220.87,29354.82,2,608.19,61733.82,773797.13,238724.65,368212.19,49762.37,1600184.18,2,3,3,2,13,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
251,22,59538.68,13632.06,1,2064.66,137346.3,958605.57,262018.86,222460.4,21243.3,755052.87,2,1,3,2,14,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
252,17,140111.66,21047.88,1,1892.17,353092.37,977415.21,555349.55,140688.55,37730.8,1308995.5,2,1,3,1,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
253,50,100505.78,45279.99,3,1413.2,55287.77,61603.09,65779.57,32837.58,34740.2,279086.11,0,2,3,1,16,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
254,48,407658.87,46110.6,1,288.36,413765.28,2064017.38,1358811.44,440667.71,28688.04,2065106.88,2,4,3,1,17,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
255,65,218227.83,6990.74,1,1760.51,901417.14,950183.96,375654.12,270691.94,38060.19,1132352.82,1,2,4,2,18,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
256,26,131425.91,19634.79,1,2478.51,191480.31,96516.79,104086.73,66426.26,709.31,723429.92,1,2,4,1,19,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
257,38,177985.98,14040.98,1,1237.24,931663.01,873130.82,324048.55,576086.32,40430.27,105245.09,1,2,1,2,20,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
258,52,81564.54,30304.4,2,3697.43,916379.23,369789.85,271441.49,130488.61,16668.98,344986.77,2,2,2,2,21,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
259,28,241251.12,61785.9,1,6139.25,328691.19,717212.31,654456.23,128291.35,50692.09,619029.46,0,3,3,2,22,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
260,23,86087.84,1974.32,2,3563.33,776495.99,1721388.65,389748.37,388016.16,52492.83,340324.49,0,1,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
261,65,280477.31,53280.0,2,3296.39,425874.8,1141059.62,279108.11,352168.76,70151.91,234240.37,2,3,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
262,75,95144.48,13554.6,1,1957.51,168791.52,311802.7,206231.71,30640.14,14935.3,646481.41,2,1,1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
263,75,236297.5,5771.52,1,1731.99,360708.1,104336.33,84773.27,25584.14,36848.64,1427206.35,3,2,1,2,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
264,33,90635.48,18348.33,1,2289.89,780486.52,505712.98,277949.12,104848.58,25680.78,114050.25,2,1,2,1,8,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
265,72,43925.33,16519.06,1,835.73,262499.18,449640.36,207958.67,435532.89,26525.81,514167.39,0,2,2,2,9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
266,27,80157.37,21503.24,1,1.17,0.0,502316.84,383792.64,121007.56,7429.04,467912.66,0,2,3,2,10,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
267,49,70540.2,11519.95,2,1889.51,63478.93,515950.02,200062.25,391700.83,27234.16,72544.66,2,1,3,1,11,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
268,22,252385.91,55804.21,1,1479.88,186590.37,2709947.02,633494.11,585630.11,108607.42,1300585.44,0,3,3,1,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
269,50,156566.48,21752.8,1,1898.32,331846.7,281503.39,330654.77,66220.32,12985.56,0.0,0,1,3,1,13,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
270,70,75764.58,15575.04,1,4635.32,158797.5,934525.89,455677.92,161495.34,41753.08,923993.41,3,2,3,2,14,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
271,71,204271.89,44020.04,2,3318.5,172853.89,89494.09,79324.31,17675.08,50720.08,416387.71,2,2,3,1,15,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
272,74,201648.22,14404.56,2,951.84,107662.16,621905.52,795223.45,197378.54,27281.8,446940.07,3,5,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
273,41,315314.03,44429.6,1,5872.62,296790.17,213338.18,252958.13,39376.13,46508.77,1292032.49,3,5,4,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
274,18,377580.78,7498.34,3,4179.45,588087.2,161814.09,184133.28,79679.49,45271.09,460631.82,3,4,4,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
275,63,298532.44,58122.08,3,857.64,658958.31,934240.45,324124.24,660641.46,83982.12,2181217.36,2,5,1,1,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
276,49,89771.99,22998.46,1,3782.39,785239.04,855645.41,312639.67,259436.08,35581.49,104237.13,1,1,2,2,5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
277,72,390543.25,24477.67,1,9028.34,154049.57,1333928.03,1006509.33,226767.77,38351.35,696843.39,0,4,3,1,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
278,71,131274.45,19188.4,1,4158.72,332987.38,635381.9,201611.56,331559.38,71732.15,1813895.54,2,4,4,1,7,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
279,40,164793.56,21262.85,1,4001.21,1925660.01,382095.46,148457.47,56949.26,113315.05,2442602.17,1,3,1,2,8,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
280,79,127005.21,11175.75,2,85.58,338482.85,229651.61,254478.81,67033.44,4522.81,193570.57,2,2,1,1,9,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
281,47,90051.85,30906.2,2,4230.97,187672.49,447985.61,316511.57,172133.6,30877.37,1049172.34,0,2,1,2,10,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
282,36,125353.08,15580.8,1,2478.36,731631.33,207011.52,122426.17,70116.81,668.76,500477.87,3,2,2,1,11,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
283,77,46485.8,28551.64,1,232.08,512394.01,225281.67,130718.99,114977.09,24084.22,667723.73,3,2,2,2,12,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
284,46,54599.92,27873.12,1,2993.76,551546.35,275577.72,112855.64,89759.6,35534.52,600977.16,3,2,3,1,13,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
285,66,185334.79,54576.28,2,608.72,147615.39,97134.3,107594.92,38076.65,25101.45,877758.23,0,2,3,2,14,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
286,31,68488.91,13326.12,1,1398.85,345182.34,802404.79,479943.05,213274.69,28291.98,862147.51,0,2,3,1,15,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
287,18,158424.74,28804.72,1,1556.18,966712.93,600275.72,240874.97,76391.78,68672.55,835554.75,1,2,3,2,16,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
288,44,67064.29,13002.15,1,1024.47,540459.44,713832.78,418010.19,132798.62,6756.79,930370.48,1,1,3,1,17,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
289,74,253484.85,18608.2,2,2720.34,758463.84,2677607.1,1088893.55,696177.85,18832.26,993212.76,1,2,3,2,18,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
290,21,178028.67,56679.84,1,5767.57,213942.23,979092.98,617952.12,99674.88,5526.01,2005100.84,2,2,3,2,19,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
291,28,276465.9,27357.0,2,4708.7,1051216.87,842029.37,412422.55,290414.21,10505.97,246249.05,3,2,4,1,20,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
292,32,130585.85,32567.53,1,2471.93,522784.22,744629.03,342765.74,206014.03,18798.04,654281.13,3,1,4,2,21,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
293,76,254376.82,30033.42,1,1431.27,390415.47,285189.07,360238.83,138691.95,5310.54,1100827.92,1,5,1,1,22,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
294,62,326097.43,57977.13,2,11795.08,230977.47,2570376.88,599110.4,1173483.34,5866.62,1123859.71,0,5,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
295,57,94054.88,33644.92,1,1816.33,229582.62,349048.33,148414.25,154240.89,33071.82,843246.12,0,4,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
296,56,42249.87,10373.1,2,1339.38,292045.32,0.0,0.0,0.0,26726.49,617304.56,1,1,4,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
